focal.species,plot,subplot,treatment,neighbour.species,neighbour.abundance,notes
Pentameris airoides,7,3,C,Pentameris airoides,6,
Pentameris airoides,7,3,C,Podolepis canescens,2,
Pentameris airoides,7,3,C,Podolepis lessonii,1,
Pentameris airoides,7,3,C,Schoenus nanus,2,
Pentameris airoides,7,3,C,unknown sp25,1,UNK. SPP 3:16pm 9/9/18
Pentameris airoides,7,3,C,unknown sp25,2,UNK. SPP 3:16pm 9/9/18
Pentameris airoides,7,3,C,unknown sp8,4,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,7,3,C,Velleia rosea,2,
Pentameris airoides,8,1,C,Cuscuta campestris,0,not on focal
Pentameris airoides,8,1,C,Nicotiana rotundifolia,1,
Pentameris airoides,8,1,C,Pentameris airoides,6,
Pentameris airoides,8,1,C,Velleia rosea,15,
Pentameris airoides,8,2,C,Ceratogyne obionoides,1,
Pentameris airoides,8,2,C,Cuscuta campestris,0,not on focal
Pentameris airoides,8,2,C,Pentameris airoides,18,
Pentameris airoides,8,2,C,Velleia rosea,6,
Pentameris airoides,8,3,C,NA,NA,
Pentameris airoides,9,1,C,Haloragis odontocarpa,1,
Pentameris airoides,9,1,C,Hypochaeris glabra,2,
Pentameris airoides,9,1,C,Pentameris airoides,18,
Pentameris airoides,9,1,C,Schoenus nanus,2,
Pentameris airoides,9,1,C,unknown sp15,1,SHINY RED SUCCULENT 10:21am 6_12_18
Pentameris airoides,9,1,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,9,1,C,Velleia rosea,3,
Pentameris airoides,9,2,C,Dichopogon sp.,1,
Pentameris airoides,9,2,C,Gilberta tenuifolia,2,
Pentameris airoides,9,2,C,Gonocarpus nodulosus,1,
Pentameris airoides,9,2,C,Pentameris airoides,7,
Pentameris airoides,9,2,C,unknown sp6 grass,1,GRASS spp. 2:04
Pentameris airoides,9,3,C,Chthonocephalus pseudevax,1,
Pentameris airoides,9,3,C,Gilberta tenuifolia,2,
Pentameris airoides,9,3,C,Pentameris airoides,17,
Pentameris airoides,9,3,C,Schoenus nanus,6,
Pentameris airoides,9,3,C,unknown sp15,3,SHINY RED SUCCULENT 10:21am 6_12_18
Pentameris airoides,9,3,C,Velleia rosea,2,
Pentameris airoides,10,1,C,Chthonocephalus pseudevax,2,
Pentameris airoides,10,1,C,Crassula sp,3,
Pentameris airoides,10,1,C,Pentameris airoides,15,
Pentameris airoides,10,1,C,Schoenus nanus,1,
Pentameris airoides,10,1,C,Trachymene cyanopetala,1,
Pentameris airoides,10,1,C,unknown sp6 grass,1,GRASS spp. 2:04
Pentameris airoides,10,1,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,10,1,C,Velleia rosea,4,
Pentameris airoides,10,2,C,Brachyscome iberidifolia,1,
Pentameris airoides,10,2,C,Calandrinia sp,1,
Pentameris airoides,10,2,C,Chthonocephalus pseudevax,2,
Pentameris airoides,10,2,C,Hypochaeris glabra,2,
Pentameris airoides,10,2,C,Pentameris airoides,23,
Pentameris airoides,10,2,C,Trachymene cyanopetala,2,
Pentameris airoides,10,2,C,Velleia rosea,3,
Pentameris airoides,10,2,C,Waitzia acuminata,1,
Pentameris airoides,10,3,C,Brachyscome iberidifolia,2,
Pentameris airoides,10,3,C,Calandrinia sp,2,
Pentameris airoides,10,3,C,Cheilanthes austrotenuifolia,1,1%
Pentameris airoides,10,3,C,Chthonocephalus pseudevax,2,
Pentameris airoides,10,3,C,Crassula sp,3,
Pentameris airoides,10,3,C,Gonocarpus nodulosus,1,
Pentameris airoides,10,3,C,Hypochaeris glabra,3,
Pentameris airoides,10,3,C,Pentameris airoides,19,
Pentameris airoides,10,3,C,Pogonolepis muelleriana,1,
Pentameris airoides,10,3,C,Schoenus nanus,1,
Pentameris airoides,10,3,C,Trachymene cyanopetala,1,
Pentameris airoides,10,3,C,unknown sp3,1,FLAT FERN
Pentameris airoides,10,3,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,10,3,C,Velleia rosea,4,
Pentameris airoides,11,1,C,Gilberta tenuifolia,4,
Pentameris airoides,11,1,C,Pentameris airoides,2,
Pentameris airoides,11,1,C,Velleia rosea,3,
Pentameris airoides,11,2,C,Gilberta tenuifolia,2,
Pentameris airoides,11,2,C,Nicotiana rotundifolia,1,
Pentameris airoides,11,2,C,Pentameris airoides,15,
Pentameris airoides,11,2,C,Rhodanthe laevis,2,
Pentameris airoides,11,2,C,Velleia rosea,1,
Pentameris airoides,11,3,C,Gilberta tenuifolia,2,
Pentameris airoides,11,3,C,Gonocarpus nodulosus,1,
Pentameris airoides,11,3,C,Pentameris airoides,11,
Pentameris airoides,11,3,C,Schoenus nanus,1,
Pentameris airoides,11,3,C,Velleia rosea,2,
Pentameris airoides,12,1,C,Calandrinia sp,3,
Pentameris airoides,12,1,C,Calotis hispidula,1,
Pentameris airoides,12,1,C,Crassula sp,3,
Pentameris airoides,12,1,C,Pentameris airoides,1,
Pentameris airoides,12,1,C,unknown sp6 grass,1,GRASS spp. 2:04
Pentameris airoides,12,1,C,Velleia rosea,1,
Pentameris airoides,12,2,C,Calandrinia sp,1,
Pentameris airoides,12,2,C,Crassula sp,1,
Pentameris airoides,12,2,C,Pentameris airoides,3,
Pentameris airoides,12,2,C,Ptilotus gaudichaudii,1,
Pentameris airoides,12,2,C,Velleia rosea,1,
Pentameris airoides,12,3,C,Calandrinia sp,2,
Pentameris airoides,12,3,C,Crassula sp,11,
Pentameris airoides,12,3,C,Goodenia berardiana,1,
Pentameris airoides,12,3,C,Pentameris airoides,4,
Pentameris airoides,13,1,C,Calandrinia sp,12,
Pentameris airoides,13,1,C,Crassula sp,7,
Pentameris airoides,13,1,C,Cuscuta campestris,1,on focal
Pentameris airoides,13,1,C,Pentameris airoides,3,
Pentameris airoides,13,1,C,Ptilotus gaudichaudii,1,
Pentameris airoides,13,1,C,Trachymene cyanopetala,1,
Pentameris airoides,13,1,C,unknown sp32,1,WOOLY HERBACEOUS 4:00pm 9_9_2018
Pentameris airoides,13,1,C,Velleia rosea,2,
Pentameris airoides,13,2,C,Calandrinia sp,30,
Pentameris airoides,13,2,C,Crassula sp,9,
Pentameris airoides,13,2,C,Cuscuta campestris,0,not on focal
Pentameris airoides,13,2,C,Goodenia berardiana,1,
Pentameris airoides,13,2,C,Pentameris airoides,3,
Pentameris airoides,13,2,C,Pogonolepis muelleriana,1,
Pentameris airoides,13,2,C,Ptilotus gaudichaudii,2,
Pentameris airoides,13,2,C,unknown sp6 grass,2,GRASS spp. 2:04
Pentameris airoides,13,2,C,Velleia rosea,2,
Pentameris airoides,13,3,C,Calandrinia sp,3,
Pentameris airoides,13,3,C,Crassula sp,20,
Pentameris airoides,13,3,C,Hyalosperma glutinosum,1,
Pentameris airoides,13,3,C,Ptilotus gaudichaudii,2,
Pentameris airoides,13,3,C,Schoenus nanus,2,
Pentameris airoides,13,3,C,unknown sp6 grass,1,GRASS spp. 2:04
Pentameris airoides,13,3,C,Velleia rosea,4,
Pentameris airoides,14,1,C,Calandrinia sp,1,
Pentameris airoides,14,1,C,Goodenia berardiana,11,
Pentameris airoides,14,1,C,Hyalosperma glutinosum,1,
Pentameris airoides,14,1,C,Pentameris airoides,7,
Pentameris airoides,14,1,C,Velleia rosea,4,
Pentameris airoides,14,2,C,Haloragis odontocarpa,1,
Pentameris airoides,14,2,C,Medicago minima,1,
Pentameris airoides,14,2,C,Pentameris airoides,9,
Pentameris airoides,14,2,C,Trachymene cyanopetala,1,
Pentameris airoides,14,2,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,14,2,C,Velleia rosea,10,
Pentameris airoides,14,3,C,Goodenia berardiana,1,
Pentameris airoides,14,3,C,Haloragis odontocarpa,1,
Pentameris airoides,14,3,C,Pentameris airoides,7,
Pentameris airoides,14,3,C,Schoenus nanus,1,
Pentameris airoides,14,3,C,Velleia rosea,4,
Pentameris airoides,15,1,C,NA,NA,could not be found
Pentameris airoides,15,2,C,Calandrinia sp,2,
Pentameris airoides,15,2,C,Ceratogyne obionoides,1,
Pentameris airoides,15,2,C,Cuscuta campestris,0,not on focal
Pentameris airoides,15,2,C,Pentameris airoides,8,
Pentameris airoides,15,2,C,Velleia rosea,5,
Pentameris airoides,15,2,C,Waitzia acuminata,1,
Pentameris airoides,15,3,C,Crassula sp,1,
Pentameris airoides,15,3,C,Goodenia berardiana,2,
Pentameris airoides,15,3,C,Haloragis odontocarpa,1,
Pentameris airoides,15,3,C,Pentameris airoides,30,
Pentameris airoides,15,3,C,Podolepis canescens,1,
Pentameris airoides,15,3,C,Ptilotus gaudichaudii,1,
Pentameris airoides,15,3,C,Trachymene cyanopetala,1,
Pentameris airoides,15,3,C,unknown sp8,3,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,15,3,C,Velleia rosea,1,
Pentameris airoides,16,1,C,Calandrinia sp,4,
Pentameris airoides,16,1,C,Haloragis odontocarpa,1,
Pentameris airoides,16,1,C,Pentameris airoides,15,
Pentameris airoides,16,1,C,Schoenus nanus,1,
Pentameris airoides,16,1,C,unknown sp20,11,UNK. SPP
Pentameris airoides,16,1,C,unknown sp3,1,FLAT FERN
Pentameris airoides,16,1,C,unknown sp8,5,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,16,2,C,Ceratogyne obionoides,1,
Pentameris airoides,16,2,C,Cuscuta campestris,0,not on focal
Pentameris airoides,16,2,C,Pentameris airoides,18,
Pentameris airoides,16,2,C,Velleia rosea,6,
Pentameris airoides,16,3,C,Brachyscome perpusilla,1,
Pentameris airoides,16,3,C,Cheilanthes austrotenuifolia,1,1%
Pentameris airoides,16,3,C,Gonocarpus nodulosus,1,
Pentameris airoides,16,3,C,Pentameris airoides,18,
Pentameris airoides,16,3,C,unknown sp25,3,UNK. SPP 3:16pm 9/9/18
Pentameris airoides,16,3,C,unknown sp3,1,FLAT FERN
Pentameris airoides,16,3,C,Velleia rosea,1,
Plantago debilis,1,1,C,Bulbine semibarbata,2,
Plantago debilis,1,1,C,Calandrinia sp,3,
Plantago debilis,1,1,C,Goodenia berardiana,1,
Plantago debilis,1,1,C,Haloragis odontocarpa,2,
Plantago debilis,1,1,C,Nicotiana rotundifolia,1,
Plantago debilis,1,1,C,Plantago debilis,1,
Plantago debilis,1,1,C,Ptilotus gaudichaudii,3,
Plantago debilis,1,1,C,Schoenia cassiniana,1,
Plantago debilis,1,1,C,Trachymene cyanopetala,1,
Plantago debilis,1,1,C,Waitzia acuminata,2,
Plantago debilis,1,2,C,Bulbine semibarbata,5,
Plantago debilis,1,2,C,Calandrinia sp,9,
Plantago debilis,1,2,C,Cuscuta campestris,0,not on focal
Plantago debilis,1,2,C,Daucus glochidiatus,4,
Plantago debilis,1,2,C,Nicotiana rotundifolia,2,
Plantago debilis,1,2,C,Plantago debilis,3,
Plantago debilis,1,2,C,Ptilotus gaudichaudii,3,
Plantago debilis,1,3,C,Bulbine semibarbata,3,
Plantago debilis,1,3,C,Calandrinia sp,11,
Plantago debilis,1,3,C,Cuscuta campestris,0,not on focal
Plantago debilis,1,3,C,Daucus glochidiatus,2,
Plantago debilis,1,3,C,Haloragis odontocarpa,1,
Plantago debilis,1,3,C,Nicotiana rotundifolia,2,
Plantago debilis,1,3,C,Plantago debilis,2,
Plantago debilis,1,3,C,Pogonolepis muelleriana,1,
Plantago debilis,1,3,C,Ptilotus gaudichaudii,4,
Plantago debilis,1,3,C,unknown sp15,1,SHINY RED SUCCULENT 10:21am 6_12_18
Plantago debilis,1,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Plantago debilis,1,3,C,Waitzia acuminata,1,
Plantago debilis,2,1,C,Erodium cygnorum,4,
Plantago debilis,2,1,C,Goodenia pusilliflora,1,
Plantago debilis,2,1,C,Hyalosperma glutinosum,6,
Plantago debilis,2,1,C,Plantago debilis,37,
Plantago debilis,2,1,C,Podolepis canescens,1,
Plantago debilis,2,1,C,Podolepis lessonii,11,
Plantago debilis,2,1,C,Ptilotus gaudichaudii,2,
Plantago debilis,2,1,C,Velleia rosea,1,
Plantago debilis,2,2,C,Crassula sp,4,
Plantago debilis,2,2,C,Erodium cygnorum,1,
Plantago debilis,2,2,C,Hyalosperma glutinosum,13,
Plantago debilis,2,2,C,Pentameris airoides,8,
Plantago debilis,2,2,C,Plantago debilis,33,
Plantago debilis,2,2,C,Podolepis lessonii,6,
Plantago debilis,2,2,C,Pogonolepis muelleriana,3,
Plantago debilis,2,2,C,Ptilotus gaudichaudii,1,
Plantago debilis,2,2,C,Schoenus nanus,1,
Plantago debilis,2,2,C,Velleia rosea,1,
Plantago debilis,2,3,C,Erodium cygnorum,3,
Plantago debilis,2,3,C,Hyalosperma glutinosum,7,
Plantago debilis,2,3,C,Pentameris airoides,4,
Plantago debilis,2,3,C,Plantago debilis,26,
Plantago debilis,2,3,C,Podolepis lessonii,2,
Plantago debilis,2,3,C,Ptilotus gaudichaudii,2,
Plantago debilis,3,1,C,Ceratogyne obionoides,3,
Plantago debilis,3,1,C,Chthonocephalus pseudevax,1,
Plantago debilis,3,1,C,Crassula sp,1,
Plantago debilis,3,1,C,Lawrencella rosea,1,
Plantago debilis,3,1,C,Plantago debilis,22,
Plantago debilis,3,1,C,Podolepis canescens,4,
Plantago debilis,3,1,C,Pogonolepis muelleriana,16,
Plantago debilis,3,1,C,Waitzia acuminata,NA,
Plantago debilis,3,2,C,Ceratogyne obionoides,13,
Plantago debilis,3,2,C,Erodium cygnorum,1,
Plantago debilis,3,2,C,Plantago debilis,28,
Plantago debilis,3,2,C,Podolepis canescens,6,
Plantago debilis,3,2,C,Pogonolepis muelleriana,5,
Plantago debilis,3,2,C,Velleia rosea,6,
Plantago debilis,3,2,C,Waitzia acuminata,2,
Plantago debilis,3,3,C,Ceratogyne obionoides,8,
Plantago debilis,3,3,C,Plantago debilis,30,
Plantago debilis,3,3,C,Podolepis canescens,1,
Plantago debilis,3,3,C,Pogonolepis muelleriana,5,
Plantago debilis,3,3,C,Waitzia acuminata,1,
Plantago debilis,4,1,C,Crassula sp,8,
Plantago debilis,4,1,C,Goodenia pusilliflora,1,
Plantago debilis,4,1,C,Plantago debilis,17,
Plantago debilis,4,1,C,Podolepis canescens,6,
Plantago debilis,4,1,C,Pogonolepis muelleriana,8,
Plantago debilis,4,1,C,Waitzia acuminata,3,
Plantago debilis,4,2,C,Bulbine semibarbata,1,
Plantago debilis,4,2,C,Goodenia berardiana,4,
Plantago debilis,4,2,C,Plantago debilis,7,
Plantago debilis,4,2,C,Podolepis canescens,2,
Plantago debilis,4,2,C,Pogonolepis muelleriana,1,
Plantago debilis,4,2,C,Waitzia acuminata,1,
Plantago debilis,4,3,C,Calandrinia sp,1,
Plantago debilis,4,3,C,Crassula sp,5,
Plantago debilis,4,3,C,Erodium cygnorum,1,
Plantago debilis,4,3,C,Plantago debilis,12,
Plantago debilis,4,3,C,Podolepis canescens,5,
Plantago debilis,4,3,C,Pogonolepis muelleriana,2,
Plantago debilis,4,3,C,Ptilotus gaudichaudii,1,
Plantago debilis,4,3,C,Waitzia acuminata,3,
Plantago debilis,5,1,C,Dichopogon sp.,1,
Plantago debilis,5,1,C,Plantago debilis,15,
Plantago debilis,5,2,C,Plantago debilis,9,
Plantago debilis,5,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Plantago debilis,5,3,C,Dichopogon sp.,1,
Plantago debilis,5,3,C,Plantago debilis,5,
Plantago debilis,6,1,C,Calandrinia sp,33,
Plantago debilis,6,1,C,Erodium cygnorum,2,
Plantago debilis,6,1,C,Plantago debilis,17,
Plantago debilis,6,1,C,Trachymene ornata,8,
Plantago debilis,6,2,C,Calandrinia sp,25,
Plantago debilis,6,2,C,Cuscuta campestris,0,not on focal
Plantago debilis,6,2,C,Erodium cygnorum,3,
Plantago debilis,6,2,C,Nicotiana rotundifolia,1,
Plantago debilis,6,2,C,Pentameris airoides,1,
Plantago debilis,6,2,C,Plantago debilis,9,
Plantago debilis,6,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Plantago debilis,6,2,C,Waitzia acuminata,2,
Plantago debilis,6,3,C,Calandrinia sp,18,
Plantago debilis,6,3,C,Erodium cygnorum,1,
Plantago debilis,6,3,C,Pentameris airoides,11,
Plantago debilis,6,3,C,Plantago debilis,7,
Plantago debilis,6,3,C,Ptilotus gaudichaudii,3,
Plantago debilis,6,3,C,Trachymene ornata,1,
Plantago debilis,6,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Plantago debilis,7,1,C,Calandrinia sp,14,
Plantago debilis,7,1,C,Crassula sp,1,
Plantago debilis,7,1,C,Hypochaeris glabra,1,
Plantago debilis,7,1,C,Plantago debilis,5,
Plantago debilis,7,1,C,Velleia rosea,4,
Plantago debilis,7,1,C,Waitzia acuminata,1,
Plantago debilis,7,2,C,Calandrinia sp,2,
Plantago debilis,7,2,C,Crassula sp,1,
Plantago debilis,7,2,C,Hyalosperma glutinosum,1,
Plantago debilis,7,2,C,Plantago debilis,21,
Plantago debilis,7,2,C,Ptilotus gaudichaudii,1,
Plantago debilis,7,2,C,Stenopetalum filifolium,1,
Plantago debilis,7,2,C,Velleia rosea,3,
Plantago debilis,7,3,C,Crassula sp,2,
Plantago debilis,7,3,C,Plantago debilis,2,
Plantago debilis,7,3,C,Ptilotus gaudichaudii,1,
Plantago debilis,8,1,C,Brachyscome iberidifolia,2,
Plantago debilis,8,1,C,Brachyscome perpusilla,5,
Plantago debilis,8,1,C,Calandrinia sp,3,
Plantago debilis,8,1,C,Cheilanthes austrotenuifolia,1,5%
Plantago debilis,8,1,C,Plantago debilis,25,
Plantago debilis,8,1,C,unknown sp5 grass,4,GRASS spp. 11:26am 8/9/18
Plantago debilis,8,2,C,Plantago debilis,33,
Plantago debilis,8,2,C,unknown sp5 grass,12,GRASS spp. 11:26am 8/9/18
Plantago debilis,8,3,C,Arctotheca calendula,1,
Plantago debilis,8,3,C,Calandrinia sp,4,
Plantago debilis,8,3,C,Pentameris airoides,3,
Plantago debilis,8,3,C,Plantago debilis,26,
Plantago debilis,8,3,C,Podolepis lessonii,1,
Plantago debilis,8,3,C,Trachymene ornata,1,
Plantago debilis,8,3,C,unknown sp5 grass,7,GRASS spp. 11:26am 8/9/18
Plantago debilis,9,1,C,Calandrinia sp,3,
Plantago debilis,9,1,C,Crassula sp,1,
Plantago debilis,9,1,C,Erodium cygnorum,1,
Plantago debilis,9,1,C,Goodenia berardiana,1,
Plantago debilis,9,1,C,Hyalosperma glutinosum,2,
Plantago debilis,9,1,C,Pentameris airoides,4,
Plantago debilis,9,1,C,Plantago debilis,5,
Plantago debilis,9,1,C,unknown sp3,1,FLAT FERN
Plantago debilis,9,1,C,unknown sp8,13,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Plantago debilis,9,2,C,Calandrinia sp,2,
Plantago debilis,9,2,C,Erodium cygnorum,1,
Plantago debilis,9,2,C,Hyalosperma glutinosum,4,
Plantago debilis,9,2,C,Pentameris airoides,2,
Plantago debilis,9,2,C,Plantago debilis,31,
Plantago debilis,9,2,C,Waitzia acuminata,1,
Plantago debilis,9,3,C,Calandrinia sp,1,
Plantago debilis,9,3,C,Hyalosperma glutinosum,13,
Plantago debilis,9,3,C,Pentameris airoides,3,
Plantago debilis,9,3,C,Plantago debilis,10,
Plantago debilis,9,3,C,Ptilotus gaudichaudii,2,
Plantago debilis,9,3,C,Rhodanthe laevis,1,
Plantago debilis,9,3,C,Waitzia acuminata,1,
Plantago debilis,10,1,C,Hyalosperma glutinosum,9,
Plantago debilis,10,1,C,Pentameris airoides,1,
Plantago debilis,10,1,C,Plantago debilis,92,
Plantago debilis,10,1,C,Podolepis lessonii,2,
Plantago debilis,10,1,C,unknown sp3,1,FLAT FERN
Plantago debilis,10,2,C,Hyalosperma glutinosum,6,
Plantago debilis,10,2,C,Pentameris airoides,2,
Plantago debilis,10,2,C,Plantago debilis,30,
Plantago debilis,10,2,C,Podolepis lessonii,4,
Plantago debilis,10,3,C,Hyalosperma glutinosum,6,
Plantago debilis,10,3,C,Plantago debilis,62,
Plantago debilis,10,3,C,Podolepis lessonii,8,
Plantago debilis,10,3,C,unknown sp3,1,FLAT FERN
Plantago debilis,11,1,C,Hyalosperma glutinosum,5,
Plantago debilis,11,1,C,Lawrencella rosea,1,
Plantago debilis,11,1,C,Pentameris airoides,1,
Plantago debilis,11,1,C,Plantago debilis,74,
Plantago debilis,11,1,C,Ptilotus gaudichaudii,1,
Plantago debilis,11,1,C,Waitzia acuminata,1,
Plantago debilis,11,2,C,Hyalosperma glutinosum,7,
Plantago debilis,11,2,C,Pentameris airoides,1,
Plantago debilis,11,2,C,Plantago debilis,46,
Plantago debilis,11,2,C,Podolepis lessonii,2,
Plantago debilis,11,3,C,Cuscuta campestris,0,not on focal
Plantago debilis,11,3,C,Hyalosperma glutinosum,7,
Plantago debilis,11,3,C,Pentameris airoides,NA,
Plantago debilis,11,3,C,Plantago debilis,64,
Plantago debilis,11,3,C,Podolepis canescens,1,
Plantago debilis,11,3,C,Podolepis lessonii,4,
Plantago debilis,11,3,C,Ptilotus gaudichaudii,4,
Plantago debilis,11,3,C,unknown sp3,1,FLAT FERN
Plantago debilis,12,1,C,Calandrinia sp,1,
Plantago debilis,12,1,C,Crassula sp,15,
Plantago debilis,12,1,C,Plantago debilis,13,
Plantago debilis,12,1,C,Podolepis lessonii,1,
Plantago debilis,12,1,C,Pogonolepis muelleriana,9,
Plantago debilis,12,1,C,Ptilotus gaudichaudii,4,
Plantago debilis,12,1,C,Velleia rosea,5,
Plantago debilis,12,2,C,Crassula sp,1,
Plantago debilis,12,2,C,Plantago debilis,27,
Plantago debilis,12,2,C,Podolepis lessonii,7,
Plantago debilis,12,2,C,Pogonolepis muelleriana,8,
Plantago debilis,12,2,C,Ptilotus gaudichaudii,3,
Plantago debilis,12,3,C,Arctotheca calendula,1,
Plantago debilis,12,3,C,Plantago debilis,12,
Plantago debilis,12,3,C,Podolepis lessonii,1,
Plantago debilis,12,3,C,Pogonolepis muelleriana,11,
Plantago debilis,12,3,C,Trachymene cyanopetala,1,
Plantago debilis,12,3,C,Waitzia acuminata,1,
Plantago debilis,13,1,C,Calandrinia sp,2,
Plantago debilis,13,1,C,Plantago debilis,11,
Plantago debilis,13,1,C,Podolepis canescens,7,
Plantago debilis,13,1,C,Pogonolepis muelleriana,4,
Plantago debilis,13,1,C,Waitzia acuminata,3,
Plantago debilis,13,2,C,Plantago debilis,56,
Plantago debilis,13,2,C,Podolepis canescens,7,
Plantago debilis,13,2,C,Pogonolepis muelleriana,2,
Plantago debilis,13,2,C,Waitzia acuminata,4,
Plantago debilis,13,3,C,Bulbine semibarbata,1,
Plantago debilis,13,3,C,Plantago debilis,41,
Plantago debilis,13,3,C,Podolepis canescens,6,
Plantago debilis,13,3,C,Pogonolepis muelleriana,1,
Plantago debilis,13,3,C,Waitzia acuminata,1,
Plantago debilis,14,1,C,Calandrinia sp,1,
Plantago debilis,14,1,C,Crassula sp,6,
Plantago debilis,14,1,C,Cuscuta campestris,1,on focal
Plantago debilis,14,1,C,Haloragis odontocarpa,2,
Plantago debilis,14,1,C,Medicago polymorpha,2,
Plantago debilis,14,1,C,Monoculus monstrosus,1,
Plantago debilis,14,1,C,Pentameris airoides,3,
Plantago debilis,14,1,C,Plantago debilis,26,
Plantago debilis,14,1,C,Podolepis canescens,1,
Plantago debilis,14,1,C,Pogonolepis muelleriana,4,
Plantago debilis,14,1,C,Ptilotus gaudichaudii,4,
Plantago debilis,14,1,C,unknown sp23,1,UNK. SPP 2:35pm SPIKEY Crassula spp. 16/09/2018
Plantago debilis,14,2,C,Cuscuta campestris,1,on focal
Plantago debilis,14,2,C,Medicago minima,4,
Plantago debilis,14,2,C,Plantago debilis,42,
Plantago debilis,14,2,C,Podolepis canescens,11,
Plantago debilis,14,3,C,Crassula sp,7,
Plantago debilis,14,3,C,Hypochaeris glabra,1,
Plantago debilis,14,3,C,Medicago minima,3,
Plantago debilis,14,3,C,Plantago debilis,50,
Plantago debilis,14,3,C,Pogonolepis muelleriana,3,
Plantago debilis,14,3,C,unknown sp24,4,UNK. SPP 2:46pm 8/9/18
Plantago debilis,14,3,C,unknown sp6 grass,4,GRASS spp. 2:04
Plantago debilis,15,1,C,NA,NA,
Plantago debilis,15,2,C,NA,NA,
Plantago debilis,15,3,C,NA,NA,
Plantago debilis,16,1,C,Brachyscome iberidifolia,1,
Plantago debilis,16,1,C,Crassula sp,12,
Plantago debilis,16,1,C,Pogonolepis muelleriana,2,
Plantago debilis,16,1,C,Ptilotus gaudichaudii,4,
Plantago debilis,16,1,C,Velleia rosea,2,
Plantago debilis,16,2,C,Crassula sp,2,
Plantago debilis,16,2,C,Goodenia pusilliflora,1,
Plantago debilis,16,2,C,Podolepis canescens,2,
Plantago debilis,16,2,C,Pogonolepis muelleriana,7,
Plantago debilis,16,2,C,Ptilotus gaudichaudii,6,
Plantago debilis,16,2,C,Velleia rosea,4,
Plantago debilis,16,2,C,Waitzia acuminata,1,
Plantago debilis,16,3,C,Crassula sp,15,
Plantago debilis,16,3,C,Pogonolepis muelleriana,4,
Plantago debilis,16,3,C,Ptilotus gaudichaudii,2,
Plantago debilis,16,3,C,Velleia rosea,1,
Podolepis canescens,1,1,C,Goodenia berardiana,3,
Podolepis canescens,1,1,C,Medicago polymorpha,2,
Podolepis canescens,1,1,C,Pentameris airoides,3,
Podolepis canescens,1,2,C,Calandrinia sp,9,
Podolepis canescens,1,2,C,Crassula sp,8,
Podolepis canescens,1,2,C,Goodenia berardiana,3,
Podolepis canescens,1,2,C,Ptilotus gaudichaudii,2,
Podolepis canescens,1,3,C,Bulbine semibarbata,1,
Podolepis canescens,1,3,C,Calandrinia sp,15,
Podolepis canescens,1,3,C,Calotis hispidula,5,
Podolepis canescens,1,3,C,Crassula sp,1,
Podolepis canescens,1,3,C,Cuscuta campestris,0,not on focal
Podolepis canescens,1,3,C,Haloragis odontocarpa,4,
Podolepis canescens,1,3,C,Medicago polymorpha,3,
Podolepis canescens,1,3,C,Podolepis canescens,3,
Podolepis canescens,1,3,C,Ptilotus gaudichaudii,1,
Podolepis canescens,1,3,C,unknown sp24,2,UNK. SPP 2:46pm 8/9/18
Podolepis canescens,1,3,C,Waitzia acuminata,1,
Podolepis canescens,2,1,C,Cuscuta campestris,0,not on focal
Podolepis canescens,2,1,C,Haloragis odontocarpa,2,
Podolepis canescens,2,1,C,Podolepis lessonii,1,
Podolepis canescens,2,1,C,Velleia rosea,10,
Podolepis canescens,2,1,C,Waitzia acuminata,1,
Podolepis canescens,2,2,C,Bulbine semibarbata,1,
Podolepis canescens,2,2,C,Calandrinia sp,7,
Podolepis canescens,2,2,C,Cheilanthes austrotenuifolia,1,4%
Podolepis canescens,2,2,C,Nicotiana rotundifolia,1,
Podolepis canescens,2,2,C,Podolepis canescens,4,
Podolepis canescens,2,2,C,Trachymene ornata,1,
Podolepis canescens,2,2,C,Velleia rosea,6,
Podolepis canescens,2,2,C,Waitzia acuminata,3,
Podolepis canescens,2,3,C,Haloragis odontocarpa,6,
Podolepis canescens,2,3,C,Podolepis canescens,2,
Podolepis canescens,2,3,C,Podolepis lessonii,1,
Podolepis canescens,2,3,C,Velleia rosea,5,
Podolepis canescens,2,3,C,Waitzia acuminata,3,
Podolepis canescens,3,1,C,Calandrinia sp,3,
Podolepis canescens,3,1,C,Goodenia berardiana,2,
Podolepis canescens,3,1,C,Velleia rosea,4,
Podolepis canescens,3,1,C,Waitzia acuminata,2,
